일시,구분,자재명,브랜드,종류,규격,수량,단가,금액,담당자,비고,위치
2025-11-14 07:57:00,입고,나사고정제,WD-40,케미칼,220ml,50,31250,1562500,judy,거래처입고,
2025-11-14 07:58:00,입고,앙카볼트,유진볼트,볼트/너트,M10x30,179,1159,207461,관리자,초도입고,
2025-11-14 08:01:00,입고,엔드밀,와이지원,절삭공구,Φ8mm,84,21837,1834308,박과장,거래처입고,
2025-11-14 08:08:00,입고,망치,스탠리,수공구,12인치,153,48284,7387452,박과장,월초보충,
2025-11-14 08:11:00,입고,사포,노턴,연마공구,4인치,37,5007,185259,이대리,거래처입고,
2025-11-14 08:17:00,입고,육각너트,삼성볼트,볼트/너트,M8,2262,846,1913652,박과장,초도입고,
2025-11-14 08:18:00,출고,사포,노턴,연마공구,120방,28,5183,145124,이대리,급출고,
2025-11-14 08:35:00,출고,윤활방청제,록타이트,케미칼,220ml,45,33552,1509840,최주임,매장판매,
2025-11-14 08:36:00,입고,평와셔,세아체결,볼트/너트,M10x30,123,243,29889,최주임,초도입고,
2025-11-14 08:40:00,입고,보안경,3M,안전용품,M,62,63781,3954422,김기사,거래처입고,
2025-11-14 08:55:00,입고,보안경,3M,안전용품,270,125,49878,6234750,이대리,초도입고,
2025-11-14 08:56:00,입고,플랩디스크,3M,연마공구,5인치,28,10422,291816,최주임,현장반납입고,
2025-11-14 08:59:00,출고,연마석,대성연마,연마공구,60방,69,12729,878301,박과장,거래처납품,
2025-11-14 09:05:00,출고,실리콘실란트,불스원,케미칼,4L,12,35517,426204,최주임,매장판매,
2025-11-14 09:05:00,입고,레이저레벨,블루버드,측정공구,10m,138,47609,6570042,박과장,월초보충,
2025-11-14 09:14:00,입고,멀티탭,3M,전기자재,2.5SQ,21,13167,276507,이대리,초도입고,
2025-11-14 09:20:00,출고,육각너트,유진볼트,볼트/너트,M16x80,622,1507,937354,이대리,현장출고,
2025-11-14 09:23:00,입고,엘보,세진,배관자재,3m,26,48725,1266850,관리자,거래처입고,
2025-11-14 09:29:00,출고,에어라쳇,토쿠,에어공구,1/2인치,105,267656,28103880,박과장,현장출고,
2025-11-14 09:33:00,출고,케이블타이,LS,전기자재,20A,12,11538,138456,김기사,수리용출고,
2025-11-14 09:33:00,입고,깊은홈베어링,NSK,베어링,UCP205,105,52716,5535180,judy,초도입고,
2025-11-14 09:38:00,출고,콤프레서호스,토쿠,에어공구,10m,4,158851,635404,박과장,현장출고,
2025-11-14 09:49:00,출고,아이볼트,세아체결,볼트/너트,M10x30,140,93,13020,관리자,납품출고,
2025-11-14 09:52:00,입고,부식제거제,WD-40,케미칼,360ml,165,10580,1745700,최주임,초도입고,
2025-11-14 09:58:00,입고,임팩드라이버,디월트,전동공구,20V MAX,10,128429,1284290,이대리,안전재고보충,
2025-11-14 10:00:00,출고,차단기,대한전선,전기자재,50A,92,39516,3635472,김기사,거래처납품,
2025-11-14 10:01:00,출고,전산볼트,대한,볼트/너트,M10x30,163,1531,249553,박과장,수리용출고,
2025-11-14 10:01:00,출고,사포,보쉬,연마공구,60방,89,14581,1297709,최주임,현장출고,
2025-11-14 10:06:00,입고,원형톱,보쉬,전동공구,18V,3,251434,754302,관리자,월초보충,
2025-11-14 10:11:00,입고,파츠클리너,나바켐,케미칼,360ml,56,14902,834512,이대리,초도입고,
2025-11-14 10:14:00,출고,볼밸브,대한파이프,배관자재,3m,31,64807,2009017,judy,납품출고,
2025-11-14 10:16:00,출고,육각볼트,삼성볼트,볼트/너트,M10x30,524,1279,670196,관리자,현장출고,
2025-11-14 10:30:00,입고,육각볼트,삼성볼트,볼트/너트,M6x20,111,575,63825,최주임,초도입고,
2025-11-14 10:33:00,입고,니들베어링,SKF,베어링,6201,47,5262,247314,최주임,긴급보충,
2025-11-14 10:34:00,입고,용접봉,세아ESAB,용접자재,자동차광,116,44300,5138800,김기사,안전재고보충,
2025-11-14 10:37:00,출고,용접와이어,고려용접봉,용접자재,1.2mm,103,35276,3633428,최주임,거래처납품,
2025-11-14 10:38:00,입고,앙카볼트,대한,볼트/너트,M8,764,798,609672,김기사,월초보충,
2025-11-14 10:39:00,입고,커터날,와이지원,절삭공구,8x75,96,35720,3429120,박과장,정기입고,
2025-11-14 10:39:00,출고,원형톱,보쉬,전동공구,750W,5,147878,739390,judy,현장출고,
2025-11-14 10:42:00,출고,버니어캘리퍼스,블루버드,측정공구,5m,6,90643,543858,김기사,매장판매,
2025-11-14 10:46:00,입고,멀티탭,대원전선,전기자재,100mm,176,59743,10514768,관리자,정기입고,
2025-11-14 10:49:00,입고,해머드릴,마끼다,전동공구,950W,14,200102,2801428,김기사,초도입고,
2025-11-14 10:53:00,출고,가죽장갑,현대,용접자재,2.6mm,67,89840,6019280,judy,매장판매,
2025-11-14 10:57:00,출고,용접면,세아ESAB,용접자재,1.2mm,21,72387,1520127,관리자,매장판매,
2025-11-14 11:03:00,출고,원형톱,밀워키,전동공구,950W,1,275139,275139,이대리,급출고,
2025-11-14 11:04:00,출고,보안경,유한킴벌리,안전용품,260,59,27410,1617190,이대리,납품출고,
2025-11-14 11:06:00,출고,아이볼트,KBC,볼트/너트,M16x80,407,1043,424501,관리자,매장판매,
2025-11-14 11:08:00,입고,나사고정제,불스원,케미칼,1L,89,18276,1626564,관리자,초도입고,
2025-11-14 11:19:00,출고,그라인더,보쉬,전동공구,12V,3,321340,964020,최주임,현장출고,
2025-11-14 11:25:00,출고,평와셔,KBC,볼트/너트,M12x50,169,1494,252486,관리자,급출고,
2025-11-14 11:27:00,입고,전선,서통,전기자재,2.5SQ,33,6725,221925,김기사,초도입고,
2025-11-14 11:35:00,입고,용접면,세아ESAB,용접자재,3.2mm,87,37055,3223785,김기사,정기입고,
2025-11-14 11:38:00,출고,드릴비트,마끼다,절삭공구,Φ4mm,28,42665,1194620,judy,급출고,
2025-11-14 11:46:00,입고,나사고정제,록타이트,케미칼,1L,6,4856,29136,박과장,초도입고,
2025-11-14 11:48:00,출고,전선,대원전선,전기자재,4SQ,34,77613,2638842,박과장,거래처납품,
2025-11-14 11:50:00,출고,테이퍼베어링,SKF,베어링,UCP205,2,51144,102288,judy,매장판매,
2025-11-14 11:51:00,입고,홀쏘,마끼다,절삭공구,Φ8mm,70,15719,1100330,관리자,월초보충,
2025-11-14 12:05:00,입고,드릴비트,보쉬,절삭공구,Φ8mm,106,28597,3031282,박과장,초도입고,
2025-11-14 12:07:00,입고,PVC파이프,KPF,배관자재,3m,7,15538,108766,김기사,긴급보충,
2025-11-14 12:08:00,입고,용접봉,세아ESAB,용접자재,2.6mm,11,80247,882717,judy,현장반납입고,
2025-11-14 12:24:00,입고,나사고정제,나바켐,케미칼,360ml,34,26155,889270,박과장,초도입고,
2025-11-14 12:29:00,출고,리머,보쉬,절삭공구,Φ8mm,181,16814,3043334,김기사,급출고,
2025-11-14 12:30:00,출고,망치,스탠리,수공구,세트,19,48353,918707,김기사,매장판매,
2025-11-14 12:34:00,입고,평와셔,대한,볼트/너트,M6x20,1113,862,959406,김기사,안전재고보충,
2025-11-14 12:37:00,입고,원형톱,밀워키,전동공구,750W,7,173433,1214031,김기사,거래처입고,
2025-11-14 12:43:00,입고,윤활방청제,나바켐,케미칼,1L,51,25934,1322634,관리자,초도입고,
2025-11-14 12:48:00,출고,임팩드라이버,계양,전동공구,750W,3,411123,1233369,최주임,매장판매,
2025-11-14 12:48:00,출고,에어라쳇,잉가솔랜드,에어공구,1/2인치,65,39089,2540785,김기사,납품출고,
2025-11-14 12:50:00,출고,앙카볼트,세아체결,볼트/너트,M10x30,229,1716,392964,judy,급출고,
2025-11-14 12:50:00,입고,평와셔,KBC,볼트/너트,M8,105,1324,139020,박과장,현장반납입고,
2025-11-14 12:58:00,입고,육각너트,삼성볼트,볼트/너트,M6x20,2405,1469,3532945,최주임,안전재고보충,
2025-11-14 13:00:00,출고,에어건,토쿠,에어공구,10m,75,163833,12287475,이대리,급출고,
2025-11-14 13:01:00,출고,평와셔,유진볼트,볼트/너트,M16x80,616,742,457072,김기사,매장판매,
2025-11-14 13:01:00,입고,원형톱,마끼다,전동공구,950W,4,340063,1360252,김기사,정기입고,
2025-11-14 13:02:00,입고,깊은홈베어링,NSK,베어링,6305,66,9009,594594,관리자,초도입고,
2025-11-14 13:03:00,입고,육각너트,세아체결,볼트/너트,M18x90,617,402,248034,최주임,거래처입고,
2025-11-14 13:10:00,출고,멀티탭,대원전선,전기자재,4SQ,5,37738,188690,관리자,매장판매,
2025-11-14 13:18:00,입고,방진마스크,3M,안전용품,L,114,11993,1367202,관리자,안전재고보충,
2025-11-14 13:18:00,출고,깊은홈베어링,FAG,베어링,6305,44,74847,3293268,judy,수리용출고,
2025-11-14 13:21:00,입고,실리콘실란트,록타이트,케미칼,220ml,166,33719,5597354,judy,초도입고,
2025-11-14 13:26:00,출고,에어라쳇,SP에어,에어공구,10m,122,210278,25653916,관리자,거래처납품,
2025-11-14 13:27:00,입고,케이블타이,대한전선,전기자재,4SQ,78,25700,2004600,박과장,거래처입고,
2025-11-14 13:29:00,출고,용접면,코리아웰드,용접자재,자동차광,36,66921,2409156,김기사,수리용출고,
2025-11-14 13:34:00,출고,유압호스,에너팩,유압기기,2톤,3,276883,830649,judy,현장출고,
2025-11-14 13:43:00,출고,깊은홈베어링,SKF,베어링,6202,62,17865,1107630,최주임,거래처납품,
2025-11-14 13:44:00,입고,콤프레서호스,토쿠,에어공구,10m,116,119787,13895292,김기사,월초보충,
2025-11-14 13:48:00,입고,육각너트,대한,볼트/너트,M10x30,1867,1335,2492445,김기사,현장반납입고,
2025-11-14 13:53:00,출고,파츠클리너,불스원,케미칼,420ml,262,16322,4276364,박과장,납품출고,
2025-11-14 14:02:00,출고,용접봉,세아ESAB,용접자재,4.0mm,70,8800,616000,관리자,납품출고,
2025-11-14 14:12:00,입고,평와셔,KBC,볼트/너트,M12x50,1327,1024,1358848,박과장,거래처입고,
2025-11-14 14:13:00,출고,망치,스탠리,수공구,8인치,30,9409,282270,이대리,수리용출고,
2025-11-14 14:17:00,입고,스프링와셔,삼성볼트,볼트/너트,M12x50,1931,1107,2137617,관리자,정기입고,
2025-11-14 14:22:00,출고,드라이버세트,세신,수공구,10인치,3,82960,248880,최주임,납품출고,
2025-11-14 14:36:00,출고,아이볼트,대한,볼트/너트,M6x20,66,840,55440,이대리,납품출고,
2025-11-14 14:41:00,출고,나사고정제,록타이트,케미칼,220ml,4,34233,136932,judy,매장판매,
2025-11-14 14:42:00,입고,용접와이어,고려용접봉,용접자재,4.0mm,20,50600,1012000,관리자,월초보충,
2025-11-14 14:47:00,입고,탭,마끼다,절삭공구,8x75,59,18502,1091618,이대리,현장반납입고,
2025-11-14 14:48:00,입고,파츠클리너,록타이트,케미칼,4L,169,20635,3487315,judy,안전재고보충,
2025-11-14 14:55:00,출고,에어라쳇,토쿠,에어공구,3/8인치,145,278062,40318990,최주임,급출고,
2025-11-14 15:04:00,입고,아이볼트,유진볼트,볼트/너트,M12x50,149,1012,150788,judy,거래처입고,
2025-11-14 15:09:00,출고,레이저레벨,카프로,측정공구,10m,81,217068,17582508,judy,현장출고,
2025-11-14 15:14:00,입고,에어건,토쿠,에어공구,1/2인치,113,40778,4607914,최주임,월초보충,
2025-11-14 15:15:00,출고,절단석,대성연마,연마공구,5인치,22,6533,143726,김기사,매장판매,
2025-11-14 15:17:00,입고,육각너트,대한,볼트/너트,M16x80,504,1122,565488,김기사,안전재고보충,
2025-11-14 15:22:00,입고,평와셔,세아체결,볼트/너트,M6x20,2407,703,1692121,judy,안전재고보충,
2025-11-14 15:24:00,출고,충전드릴,보쉬,전동공구,18V,4,345993,1383972,박과장,급출고,
2025-11-14 15:27:00,입고,니퍼,세신,수공구,10인치,126,68878,8678628,관리자,긴급보충,
2025-11-14 15:38:00,출고,실리콘실란트,록타이트,케미칼,4L,43,35293,1517599,최주임,급출고,
2025-11-14 15:45:00,출고,디지털각도기,미스토요,측정공구,10m,4,229892,919568,김기사,현장출고,
2025-11-14 15:53:00,출고,충전드릴,밀워키,전동공구,18V,5,237834,1189170,박과장,거래처납품,
2025-11-14 16:02:00,입고,육각볼트,KBC,볼트/너트,M18x90,685,42,28770,최주임,안전재고보충,
2025-11-14 16:05:00,출고,실리콘호스,대한파이프,배관자재,20A,160,30415,4866400,judy,현장출고,
2025-11-14 16:13:00,입고,에어건,베스토,에어공구,1/4인치,97,252672,24509184,김기사,긴급보충,
2025-11-14 16:21:00,입고,방진마스크,3M,안전용품,M,29,49616,1438864,박과장,거래처입고,
2025-11-14 16:23:00,출고,전선,3M,전기자재,1.5SQ,44,11996,527824,박과장,거래처납품,
2025-11-14 16:28:00,출고,앙카볼트,유진볼트,볼트/너트,M6x20,264,1138,300432,최주임,납품출고,
2025-11-14 16:32:00,출고,전산볼트,세아체결,볼트/너트,M12x50,313,951,297663,이대리,현장출고,
2025-11-14 16:46:00,입고,볼밸브,세진,배관자재,20A,6,47357,284142,김기사,현장반납입고,
2025-11-14 16:49:00,출고,나사고정제,나바켐,케미칼,500ml,150,27898,4184700,judy,납품출고,
2025-11-14 16:52:00,입고,볼밸브,세진,배관자재,25A,9,25303,227727,박과장,안전재고보충,
2025-11-14 16:56:00,출고,앙카볼트,대한,볼트/너트,M12x50,467,592,276464,박과장,납품출고,
2025-11-14 17:00:00,출고,유압호스,베스코,유압기기,2톤,1,76088,76088,관리자,수리용출고,
2025-11-14 17:00:00,출고,플랩디스크,3M,연마공구,5인치,9,11198,100782,judy,현장출고,
2025-11-14 17:01:00,출고,실리콘호스,대한파이프,배관자재,25A,4,40363,161452,이대리,수리용출고,
2025-11-14 17:09:00,출고,테이퍼베어링,NSK,베어링,UCP205,209,17695,3698255,김기사,매장판매,
2025-11-14 17:12:00,출고,나사고정제,WD-40,케미칼,220ml,49,37039,1814911,김기사,매장판매,
2025-11-14 17:14:00,출고,용접면,코리아웰드,용접자재,0.9mm,16,44845,717520,관리자,납품출고,
2025-11-14 17:16:00,입고,케이블타이,3M,전기자재,50A,17,89836,1527212,박과장,거래처입고,
2025-11-14 17:18:00,출고,테이퍼베어링,SKF,베어링,30205,161,55060,8864660,judy,거래처납품,
2025-11-14 17:19:00,출고,필로우블록,NSK,베어링,6204,39,35813,1396707,최주임,현장출고,
2025-11-14 17:20:00,출고,멀티탭,대원전선,전기자재,50A,29,108683,3151807,최주임,수리용출고,
2025-11-14 17:20:00,출고,절단석,대성연마,연마공구,120방,8,19299,154392,김기사,급출고,
2025-11-14 17:20:00,출고,부식제거제,WD-40,케미칼,1L,184,12136,2233024,이대리,급출고,
2025-11-14 17:21:00,출고,안전장갑,네파세이프티,안전용품,270,76,71481,5432556,judy,현장출고,
2025-11-14 17:23:00,입고,용접면,현대,용접자재,2.6mm,128,9841,1259648,박과장,현장반납입고,
2025-11-14 17:23:00,출고,플라이어,세신,수공구,8인치,14,61007,854098,최주임,현장출고,
2025-11-14 17:26:00,출고,망치,베셀,수공구,10인치,4,26198,104792,최주임,거래처납품,
2025-11-14 17:28:00,입고,사포,노턴,연마공구,120방,16,4246,67936,김기사,현장반납입고,
2025-11-14 17:32:00,입고,전산볼트,대한,볼트/너트,M10x30,435,1262,548970,최주임,긴급보충,
2025-11-14 17:41:00,입고,몽키스패너,스탠리,수공구,8인치,42,6313,265146,이대리,거래처입고,
2025-11-14 17:42:00,입고,압착단자,대원전선,전기자재,20A,34,25218,857412,이대리,긴급보충,
2025-11-14 17:42:00,입고,탭,보쉬,절삭공구,Φ10mm,28,13455,376740,이대리,정기입고,
2025-11-14 17:43:00,출고,니들베어링,SKF,베어링,6201,38,6677,253726,관리자,매장판매,
2025-11-14 17:50:00,출고,필로우블록,FAG,베어링,30205,17,51807,880719,최주임,거래처납품,
2025-11-14 17:51:00,입고,콤프레서호스,베스토,에어공구,1/2인치,13,43651,567463,최주임,안전재고보충,
2025-11-14 17:52:00,출고,몽키스패너,베셀,수공구,6인치,5,9788,48940,김기사,급출고,
2025-11-14 17:57:00,출고,차단기,대한전선,전기자재,4SQ,69,109251,7538319,김기사,현장출고,
2025-11-14 18:02:00,입고,안전화,3M,안전용품,260,12,46567,558804,김기사,정기입고,
2025-11-14 18:08:00,출고,케이블타이,LS,전기자재,100mm,25,117412,2935300,judy,납품출고,
2025-11-14 18:15:00,출고,전산볼트,대한,볼트/너트,M12x50,61,1925,117425,이대리,현장출고,
2025-11-14 18:19:00,입고,차단기,대원전선,전기자재,4SQ,4,33741,134964,박과장,긴급보충,
2025-11-14 18:21:00,출고,해머드릴,마끼다,전동공구,950W,1,214828,214828,이대리,급출고,
2025-11-14 18:28:00,입고,안전장갑,네파세이프티,안전용품,260,94,75089,7058366,박과장,현장반납입고,
2025-11-14 18:29:00,입고,전선,대원전선,전기자재,50A,5,89583,447915,김기사,정기입고,
2025-11-14 18:33:00,출고,압착단자,대한전선,전기자재,20A,44,42326,1862344,이대리,납품출고,
2025-11-14 18:35:00,입고,리머,디월트,절삭공구,Φ6mm,107,31370,3356590,박과장,월초보충,
2025-11-14 18:41:00,출고,전선,서통,전기자재,2.5SQ,21,7956,167076,이대리,수리용출고,
2025-11-14 18:44:00,출고,나사고정제,록타이트,케미칼,1L,2,5829,11658,이대리,현장출고,
2025-11-14 18:50:00,입고,육각너트,KBC,볼트/너트,M6x1000,174,1136,197664,judy,현장반납입고,
2025-11-14 19:09:00,출고,육각볼트,삼성볼트,볼트/너트,M6x20,62,731,45322,관리자,거래처납품,
2025-11-14 19:10:00,입고,육각너트,대한,볼트/너트,M18x90,1699,1634,2776166,이대리,긴급보충,
2025-11-14 19:12:00,출고,아이볼트,유진볼트,볼트/너트,M8,121,885,107085,최주임,현장출고,
2025-11-14 19:21:00,입고,그라인더,밀워키,전동공구,18V,18,163899,2950182,judy,거래처입고,
2025-11-14 19:34:00,출고,드릴비트,와이지원,절삭공구,Φ6mm,55,26581,1461955,이대리,거래처납품,
2025-11-14 19:42:00,출고,토크렌치,미스토요,측정공구,5m,42,174646,7335132,관리자,거래처납품,
2025-11-14 19:48:00,출고,니들베어링,FAG,베어링,6305,144,32038,4613472,김기사,납품출고,
2025-11-14 19:49:00,출고,홀쏘,마끼다,절삭공구,Φ8mm,100,17432,1743200,최주임,현장출고,
2025-11-14 19:53:00,출고,파츠클리너,불스원,케미칼,220ml,193,3421,660253,김기사,현장출고,
2025-11-14 20:04:00,입고,케이블타이,대한전선,전기자재,1.5SQ,25,102018,2550450,김기사,거래처입고,
2025-11-14 20:08:00,입고,멀티탭,대원전선,전기자재,4SQ,18,28568,514224,관리자,안전재고보충,
2025-11-14 20:14:00,출고,용접면,현대,용접자재,4.0mm,7,117237,820659,박과장,현장출고,
2025-11-14 20:19:00,출고,PVC파이프,세진,배관자재,1m,12,63995,767940,김기사,현장출고,
2025-11-14 20:27:00,출고,엘보,대한파이프,배관자재,20A,37,28379,1050023,박과장,거래처납품,
2025-11-14 20:28:00,출고,실린더,besko,유압기기,10톤,5,333597,1667985,박과장,급출고,
2025-11-14 20:28:00,입고,충전드릴,마끼다,전동공구,18V,7,70052,490364,이대리,거래처입고,
2025-11-14 20:34:00,출고,육각볼트,대한,볼트/너트,M8,158,279,44082,최주임,수리용출고,
2025-11-14 20:35:00,출고,버니어캘리퍼스,블루버드,측정공구,1/2인치,14,64772,906808,judy,수리용출고,
2025-11-14 20:39:00,입고,차단기,LS,전기자재,100mm,9,20565,185085,judy,현장반납입고,
2025-11-14 20:41:00,출고,실린더,베스코,유압기기,2m,4,529608,2118432,judy,매장판매,
2025-11-14 20:47:00,출고,탭,와이지원,절삭공구,Φ10mm,86,19554,1681644,김기사,매장판매,
2025-11-14 20:48:00,입고,에어라쳇,토쿠,에어공구,1/2인치,28,211709,5927852,최주임,거래처입고,
2025-11-14 20:49:00,출고,육각너트,삼성볼트,볼트/너트,M8,410,872,357520,박과장,매장판매,
2025-11-14 20:55:00,입고,홀쏘,보쉬,절삭공구,Φ4mm,150,23740,3561000,관리자,안전재고보충,
2025-11-14 20:57:00,입고,디지털각도기,미스토요,측정공구,5m,59,178627,10538993,박과장,거래처입고,
2025-11-14 20:57:00,출고,안전화,K2,안전용품,260,36,39806,1433016,judy,현장출고,
2025-11-14 21:01:00,입고,실린더,besko,유압기기,3m,16,469048,7504768,김기사,월초보충,
2025-11-14 21:06:00,출고,원형톱,마끼다,전동공구,18V,1,247990,247990,이대리,매장판매,
2025-11-14 21:11:00,출고,보안경,3M,안전용품,270,70,58515,4096050,관리자,납품출고,
2025-11-14 21:15:00,출고,차단기,LS,전기자재,2.5SQ,10,65401,654010,김기사,매장판매,
2025-11-14 21:16:00,입고,스프링와셔,KBC,볼트/너트,M12x50,249,393,97857,박과장,안전재고보충,
2025-11-14 21:26:00,출고,리머,와이지원,절삭공구,Φ4mm,41,36437,1493917,관리자,현장출고,
2025-11-14 21:32:00,출고,원형톱,계양,전동공구,950W,4,117241,468964,관리자,현장출고,
2025-11-14 21:33:00,출고,전선,대원전선,전기자재,20A,28,99548,2787344,관리자,납품출고,
2025-11-14 21:36:00,출고,연마석,노턴,연마공구,4인치,27,3633,98091,박과장,현장출고,
2025-11-14 21:38:00,입고,육각너트,세아체결,볼트/너트,M8,257,1045,268565,김기사,월초보충,
2025-11-14 21:51:00,출고,그라인더,마끼다,전동공구,750W,1,328391,328391,관리자,현장출고,
2025-11-14 21:53:00,입고,실리콘실란트,불스원,케미칼,500ml,150,31250,4687500,박과장,거래처입고,
2025-11-14 21:53:00,입고,충전드릴,밀워키,전동공구,20V MAX,5,391656,1958280,관리자,긴급보충,
2025-11-14 22:09:00,출고,깊은홈베어링,SKF,베어링,6204,47,55630,2614610,최주임,납품출고,
2025-11-14 22:21:00,입고,디지털각도기,블루버드,측정공구,5m,52,129689,6743828,박과장,안전재고보충,
2025-11-14 22:24:00,입고,연마석,노턴,연마공구,80방,31,11863,367753,이대리,현장반납입고,
2025-11-14 22:26:00,입고,엔드밀,와이지원,절삭공구,12x100,115,1291,148465,김기사,안전재고보충,
2025-11-14 22:27:00,출고,테이퍼베어링,FAG,베어링,6202,121,26465,3202265,김기사,수리용출고,
2025-11-14 22:27:00,출고,플랩디스크,대성연마,연마공구,120방,13,7444,96772,judy,급출고,
2025-11-14 22:32:00,출고,드라이버세트,베셀,수공구,10인치,234,77075,18035550,최주임,매장판매,
2025-11-14 22:37:00,입고,레이저레벨,미스토요,측정공구,150mm,90,169119,15220710,박과장,거래처입고,
2025-11-14 22:47:00,출고,줄자,블루버드,측정공구,5m,190,181503,34485570,이대리,거래처납품,
2025-11-14 22:52:00,출고,볼밸브,KPF,배관자재,15A,17,40109,681853,최주임,거래처납품,
2025-11-14 22:59:00,입고,용접면,세아ESAB,용접자재,2.6mm,36,77698,2797128,관리자,현장반납입고,
2025-11-14 23:03:00,출고,볼밸브,세진,배관자재,25A,1,33168,33168,김기사,납품출고,
2025-11-14 23:20:00,입고,멀티탭,대한전선,전기자재,1.5SQ,95,54314,5159830,김기사,현장반납입고,
2025-11-14 23:20:00,입고,앙카볼트,KBC,볼트/너트,M6x20,260,1343,349180,최주임,현장반납입고,
2025-11-14 23:37:00,출고,평와셔,유진볼트,볼트/너트,M12x50,224,510,114240,judy,현장출고,
2025-11-14 23:44:00,출고,전산볼트,유진볼트,볼트/너트,M10x30,277,71,19667,김기사,거래처납품,
2025-11-14 23:44:00,출고,보안경,유한킴벌리,안전용품,L,10,35609,356090,박과장,거래처납품,
2025-11-14 23:47:00,입고,니들베어링,KOYO,베어링,6204,157,20836,3271252,최주임,거래처입고,
2025-11-14 23:50:00,출고,드라이버세트,세신,수공구,8인치,138,24947,3442686,박과장,거래처납품,
2025-11-14 23:55:00,출고,평와셔,삼성볼트,볼트/너트,M10x30,7,128,896,최주임,현장출고,
2025-11-15 00:04:00,입고,실린더,에너팩,유압기기,5톤,1,341616,341616,이대리,월초보충,
2025-11-15 00:04:00,입고,에어라쳇,잉가솔랜드,에어공구,1/2인치,122,35642,4348324,김기사,월초보충,
2025-11-15 00:11:00,입고,파츠클리너,불스원,케미칼,220ml,168,3187,535416,이대리,안전재고보충,
2025-11-15 00:23:00,출고,줄자,블루버드,측정공구,300mm,154,183718,28292572,최주임,수리용출고,
2025-11-15 00:27:00,입고,용접면,고려용접봉,용접자재,4.0mm,84,69098,5804232,judy,월초보충,
2025-11-15 00:41:00,출고,망치,베셀,수공구,6인치,42,70087,2943654,이대리,수리용출고,
2025-11-15 00:47:00,입고,용접와이어,세아ESAB,용접자재,4.0mm,25,27884,697100,박과장,긴급보충,
2025-11-15 00:48:00,입고,부식제거제,불스원,케미칼,1L,32,19496,623872,최주임,월초보충,
2025-11-15 00:50:00,출고,절단석,노턴,연마공구,4인치,120,17377,2085240,judy,급출고,
2025-11-15 00:51:00,입고,육각볼트,세아체결,볼트/너트,M8,580,875,507500,관리자,월초보충,
2025-11-15 00:57:00,입고,멀티탭,서통,전기자재,4SQ,48,49250,2364000,judy,정기입고,
2025-11-15 01:01:00,입고,콤프레서호스,베스토,에어공구,10m,102,192414,19626228,김기사,안전재고보충,
2025-11-15 01:15:00,출고,리머,보쉬,절삭공구,Φ4mm,25,43050,1076250,관리자,현장출고,
2025-11-15 01:16:00,출고,나사고정제,록타이트,케미칼,500ml,98,7482,733236,박과장,매장판매,
2025-11-15 01:17:00,출고,원형톱,밀워키,전동공구,750W,2,184986,369972,이대리,현장출고,
2025-11-15 01:26:00,입고,평와셔,유진볼트,볼트/너트,M6x20,1166,1162,1354892,박과장,안전재고보충,
2025-11-15 01:32:00,출고,디지털각도기,블루버드,측정공구,1/2인치,5,77772,388860,이대리,수리용출고,
2025-11-15 01:34:00,출고,육각볼트,KBC,볼트/너트,M8,552,1649,910248,이대리,매장판매,
2025-11-15 01:41:00,입고,그라인더,보쉬,전동공구,12V,15,226001,3390015,관리자,정기입고,
2025-11-15 01:43:00,입고,전선,대원전선,전기자재,4SQ,31,80709,2501979,이대리,안전재고보충,
2025-11-15 01:45:00,입고,에어임팩,잉가솔랜드,에어공구,3/8인치,177,137703,24373431,관리자,긴급보충,
2025-11-15 01:47:00,출고,망치,스탠리,수공구,10인치,41,46913,1923433,최주임,급출고,
2025-11-15 01:52:00,입고,실린더,베스코,유압기기,2톤,2,366707,733414,김기사,긴급보충,
2025-11-15 01:57:00,입고,안전화,네파세이프티,안전용품,270,33,5698,188034,judy,현장반납입고,
2025-11-15 01:58:00,입고,원형톱,보쉬,전동공구,750W,9,141887,1276983,김기사,월초보충,
2025-11-15 02:00:00,출고,안전장갑,유한킴벌리,안전용품,L,61,10445,637145,이대리,급출고,
2025-11-15 02:00:00,입고,안전장갑,네파세이프티,안전용품,270,37,46964,1737668,최주임,현장반납입고,
2025-11-15 02:02:00,입고,홀쏘,디월트,절삭공구,Φ4mm,167,17224,2876408,이대리,안전재고보충,
2025-11-15 02:04:00,출고,니퍼,토네,수공구,6인치,50,45796,2289800,박과장,현장출고,
2025-11-15 02:04:00,출고,드릴비트,보쉬,절삭공구,Φ4mm,125,48358,6044750,judy,매장판매,
2025-11-15 02:08:00,입고,유압호스,besko,유압기기,3m,16,418630,6698080,최주임,현장반납입고,
2025-11-15 02:24:00,입고,실리콘호스,세진,배관자재,40A,27,28384,766368,최주임,안전재고보충,
2025-11-15 02:25:00,입고,케이블타이,서통,전기자재,1.5SQ,91,34971,3182361,최주임,긴급보충,
2025-11-15 02:28:00,입고,망치,스탠리,수공구,세트,167,36766,6139922,김기사,월초보충,
2025-11-15 02:38:00,입고,전산볼트,유진볼트,볼트/너트,M6x20,2486,1156,2873816,박과장,정기입고,
2025-11-15 02:42:00,출고,깊은홈베어링,NSK,베어링,6305,24,10756,258144,박과장,현장출고,
2025-11-15 02:43:00,출고,콤프레서호스,SP에어,에어공구,1/4인치,66,88957,5871162,최주임,납품출고,
